,Timestamp,SourceIPOuter,DestinationIPOuter,SourceIPInner,DestinationIPInner,PacketSize,SeqNum,location,type,delay,IAT
144,1738425724.4300015,172.16.32.50,172.16.32.51,10.45.0.60,10.45.0.1,142,73,gnb,request,,1.3589859008789062e-05
145,1738425724.4306808,172.16.32.51,172.16.32.50,10.45.0.1,10.45.0.60,142,73,gnb,response,,2.384185791015625e-07
146,1738425724.4493413,172.16.32.50,172.16.32.51,10.45.0.60,10.45.0.1,142,74,gnb,request,,0.019339799880981445
147,1738425724.4498951,172.16.32.51,172.16.32.50,10.45.0.1,10.45.0.60,142,74,gnb,response,,0.019214391708374023
148,1738425724.4692512,172.16.32.50,172.16.32.51,10.45.0.60,10.45.0.1,142,75,gnb,request,,0.01990985870361328
149,1738425724.4698067,172.16.32.51,172.16.32.50,10.45.0.1,10.45.0.60,142,75,gnb,response,,0.019911527633666992
150,1738425724.4692588,172.16.32.50,172.16.32.51,10.45.0.60,10.45.0.1,142,76,gnb,request,,7.62939453125e-06
151,1738425724.4698176,172.16.32.51,172.16.32.50,10.45.0.1,10.45.0.60,142,76,gnb,response,,1.0967254638671875e-05
152,1738425724.4895046,172.16.32.50,172.16.32.51,10.45.0.60,10.45.0.1,142,77,gnb,request,,0.020245790481567383
153,1738425724.490085,172.16.32.51,172.16.32.50,10.45.0.1,10.45.0.60,142,77,gnb,response,,0.020267248153686523
154,1738425724.5094929,172.16.32.50,172.16.32.51,10.45.0.60,10.45.0.1,142,78,gnb,request,,0.019988298416137695
155,1738425724.5100796,172.16.32.51,172.16.32.50,10.45.0.1,10.45.0.60,142,78,gnb,response,,0.019994735717773438
156,1738425724.5095105,172.16.32.50,172.16.32.51,10.45.0.60,10.45.0.1,142,79,gnb,request,,1.7642974853515625e-05
157,1738425724.5101016,172.16.32.51,172.16.32.50,10.45.0.1,10.45.0.60,142,79,gnb,response,,2.193450927734375e-05
158,1738425724.5294516,172.16.32.50,172.16.32.51,10.45.0.60,10.45.0.1,142,80,gnb,request,,0.019941091537475586
159,1738425724.5300937,172.16.32.51,172.16.32.50,10.45.0.1,10.45.0.60,142,80,gnb,response,,0.01999211311340332
160,1738425724.5493107,172.16.32.50,172.16.32.51,10.45.0.60,10.45.0.1,142,81,gnb,request,,0.01985907554626465
161,1738425724.5499883,172.16.32.51,172.16.32.50,10.45.0.1,10.45.0.60,142,81,gnb,response,,0.01989459991455078
162,1738425724.549316,172.16.32.50,172.16.32.51,10.45.0.60,10.45.0.1,142,82,gnb,request,,5.245208740234375e-06
163,1738425724.5500057,172.16.32.51,172.16.32.50,10.45.0.1,10.45.0.60,142,82,gnb,response,,1.7404556274414062e-05
164,1738425724.569246,172.16.32.50,172.16.32.51,10.45.0.60,10.45.0.1,142,83,gnb,request,,0.019930124282836914
165,1738425724.569872,172.16.32.51,172.16.32.50,10.45.0.1,10.45.0.60,142,83,gnb,response,,0.019866228103637695
166,1738425724.5894961,172.16.32.50,172.16.32.51,10.45.0.60,10.45.0.1,142,84,gnb,request,,0.02025008201599121
167,1738425724.590194,172.16.32.51,172.16.32.50,10.45.0.1,10.45.0.60,142,84,gnb,response,,0.020322084426879883
168,1738425724.5895112,172.16.32.50,172.16.32.51,10.45.0.60,10.45.0.1,142,85,gnb,request,,1.5020370483398438e-05
169,1738425724.5901945,172.16.32.51,172.16.32.50,10.45.0.1,10.45.0.60,142,85,gnb,response,,4.76837158203125e-07
170,1738425724.609485,172.16.32.50,172.16.32.51,10.45.0.60,10.45.0.1,142,86,gnb,request,,0.0199737548828125
171,1738425724.6101575,172.16.32.51,172.16.32.50,10.45.0.1,10.45.0.60,142,86,gnb,response,,0.01996302604675293
172,1738425724.629339,172.16.32.50,172.16.32.51,10.45.0.60,10.45.0.1,142,87,gnb,request,,0.019854068756103516
173,1738425724.63,172.16.32.51,172.16.32.50,10.45.0.1,10.45.0.60,142,87,gnb,response,,0.01984262466430664
174,1738425724.6293447,172.16.32.50,172.16.32.51,10.45.0.60,10.45.0.1,142,88,gnb,request,,5.7220458984375e-06
175,1738425724.6300108,172.16.32.51,172.16.32.50,10.45.0.1,10.45.0.60,142,88,gnb,response,,1.0728836059570312e-05
176,1738425724.649324,172.16.32.50,172.16.32.51,10.45.0.60,10.45.0.1,142,89,gnb,request,,0.019979238510131836
177,1738425724.649986,172.16.32.51,172.16.32.50,10.45.0.1,10.45.0.60,142,89,gnb,response,,0.01997518539428711
178,1738425724.6694903,172.16.32.50,172.16.32.51,10.45.0.60,10.45.0.1,142,90,gnb,request,,0.020166397094726562
179,1738425724.6701913,172.16.32.51,172.16.32.50,10.45.0.1,10.45.0.60,142,90,gnb,response,,0.020205259323120117
